query_id	subject_id	n_of_mismatches	e_value	bit_score	name	gene	number1	cog	involve	mission	bacteria	NC_000964	medium	locus	gene_ontology	p
OHDNGLAN_00019	DEG10050631	1	0.0	549.0	DEG1005	map	16273608	COG0024J	-	methionine aminopeptidase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0046872 GO:0070006 GO:0070084	P44421
OHDNGLAN_00024	DEG10050627	2	2.38e-136	373.0	DEG1005	orn	16273602	COG1949A	-	oligoribonuclease	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0016896 GO:0003676	P45340
OHDNGLAN_00031	DEG10050626	5	2.0699999999999999e-162	442.0	DEG1005	ygiX	16273595	COG0745TK	-	transcriptional regulatory protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0003677 GO:0000160 GO:0006355 GO:0006351	P45337
OHDNGLAN_00034	DEG10050625	18	0.0	981.0	DEG1005	pepA	16273592	COG0260E	-	leucyl aminopeptidase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0004177 GO:0030145 GO:0008235	P45334
OHDNGLAN_00035	DEG10050624	9	0.0	726.0	DEG1005	HI1704	16273591	COG0795R	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016021 GO:0005886 GO:0006810	P45333
OHDNGLAN_00036	DEG10050623	15	0.0	677.0	DEG1005	HI1703	16273590	COG0795R	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016021 GO:0005886 GO:0006810	P45332
OHDNGLAN_00038	DEG10050622	4	0.0	499.0	DEG1005	HI1701	16273588	COG1434S	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016021 GO:0005886	P44292
OHDNGLAN_00039	DEG10050621	8	0.0	775.0	DEG1005	HI1700	30995470	COG2244R	-	lipopolysaccharide biosynthesis protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016021 GO:0005886 GO:0000271	P71399
OHDNGLAN_00041	DEG10050620	19	0.0	683.0	DEG1005	HI1698	16273585	COG0438M	-	lipopolysaccharide biosynthesis protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016021 GO:0016757 GO:0009058	O05083
OHDNGLAN_00042	DEG10050619	16	0.0	501.0	DEG1005	HI1697	16273584	COG3306M	-	lipopolysaccharide biosynthesis protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016757 GO:0009103	P71398
OHDNGLAN_00043	DEG10050618	16	0.0	544.0	DEG1005	HI1696	16273583	COG1216R	-	lipopolysaccharide biosynthesis protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016757	Q48214
OHDNGLAN_00044	DEG10050617	4	0.0	534.0	DEG1005	HI1695	30995469	COG0463M	-	lipopolysaccharide biosynthesis protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016757	Q48215
OHDNGLAN_00047	DEG10050061	146	1.07e-12	61.2	DEG1005	afuB	16272097	COG1178P	-	ferric transport system permease-like protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016021 GO:0005886 GO:0006811 GO:0055072	Q57341
OHDNGLAN_00047	DEG10050061	96	6.83e-07	43.9	DEG1005	afuB	16272097	COG1178P	-	ferric transport system permease-like protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016021 GO:0005886 GO:0006811 GO:0055072	Q57341
OHDNGLAN_00048	DEG10050616	11	0.0	692.0	DEG1005	modC	16273578	COG4148P	-	molybdate transporter ATP-binding protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0043190 GO:0005524 GO:0015412 GO:0030151 GO:0042888	P45321
OHDNGLAN_00049	DEG10050615	4	0.0	891.0	DEG1005	HI1690	16273577	COG0733R	-	sodium-dependent transporter	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016021 GO:0005886 GO:0005328	P45320
OHDNGLAN_00050	DEG10050614	1	2.99e-159	433.0	DEG1005	nth	16273576	COG0177L	-	endonuclease III	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0051539 GO:0003677 GO:0019104 GO:0003906 GO:0046872 GO:0006284	P44319
OHDNGLAN_00051	DEG10050613	4	3.83e-173	470.0	DEG1005	HI1688	16273575	COG4660C	-	SoxR-reducing system protein RsxE	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016021 GO:0005886 GO:0022900	Q57020
OHDNGLAN_00053	DEG10050612	7	0.0	712.0	DEG1005	rnfD	16273573	COG4658C	-	electron transport complex protein RnfD	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016021 GO:0005886 GO:0022900 GO:0006810	Q57288
OHDNGLAN_00055	DEG10050611	2	7.62e-139	380.0	DEG1005	HI1684	16273571	COG2878C	-	electron transport complex protein RnfB	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005886 GO:0051537 GO:0051539 GO:0009055 GO:0046872 GO:0022900	P71396
OHDNGLAN_00056	DEG10050613	80	4.65e-25	92.4	DEG1005	HI1688	16273575	COG4660C	-	SoxR-reducing system protein RsxE	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016021 GO:0005886 GO:0022900	Q57020
OHDNGLAN_00057	DEG10050610	8	0.0	702.0	DEG1005	sohB	16273569	COG0616OU	-	predicted inner membrane peptidase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016021 GO:0005886 GO:0004252	P45315
OHDNGLAN_00064	DEG10050571	2	0.0	935.0	DEG1005	radA	30995458	COG1066O	-	DNA repair protein RadA	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005524 GO:0003684 GO:0008094 GO:0046872 GO:0006281	P45266
OHDNGLAN_00067	DEG10050570	1	2.86e-152	415.0	DEG1005	lolA	16273485	COG2834M	-	outer-membrane lipoprotein carrier protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0042597 GO:0042954	P45263
OHDNGLAN_00068	DEG10050311	66	4.19e-06	43.5	DEG1005	clpB	16272799	COG0542O	-	ATP-dependent Clp protease ATPase subunit	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0005524 GO:0016485 GO:0009408	P44403
OHDNGLAN_00070	DEG10050569	2	0.0	567.0	DEG1005	purU	16273482	COG0788F	-	formyltetrahydrofolate deformylase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016597 GO:0008864 GO:0016742 GO:0006189 GO:0006730	Q03432
OHDNGLAN_00079	DEG10050314	80	3.5499999999999996e-23	91.3	DEG1005	HI0868	16272808	COG0463M	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016757	Q57022
OHDNGLAN_00083	DEG10050568	2	0.0	736.0	DEG1005	alr	16273470	COG0787M	-	alanine racemase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0008784 GO:0030170 GO:0030632	P45257
OHDNGLAN_00084	DEG10050567	2	0.0	954.0	DEG1005	dnaB	16273469	COG0305L	-	replicative DNA helicase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:1990077 GO:0005524 GO:0003677 GO:0003678 GO:0006269	P45256
OHDNGLAN_00085	DEG10050566	1	0.0	967.0	DEG1005	pykA	16273468	COG0469G	-	pyruvate kinase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005524 GO:0000287 GO:0030955 GO:0004743 GO:0006096	P43924
OHDNGLAN_00097	DEG10050564	2	0.0	740.0	DEG1005	prfA	16273461	COG0216J	-	peptide chain release factor 1	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0016149	P43917
OHDNGLAN_00099	DEG10050563	6	0.0	585.0	DEG1005	hemK	16273459	COG2890J	-	HemK	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0003676 GO:0036009 GO:0018364	P45253
OHDNGLAN_00102	DEG10050562	6	0.0	640.0	DEG1005	HI1556	16273456	COG1052CHR	-	glycerate dehydrogenase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0051287 GO:0016616	P45250
OHDNGLAN_00103	DEG10050561	0	0.0	792.0	DEG1005	lolC	16273455	COG4591M	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016021 GO:0005886 GO:0042954	P44252
OHDNGLAN_00104	DEG10050560	8	0.0	884.0	DEG1005	bioA	16273454	COG0161H	-	adenosylmethionine--8-amino-7-oxononanoate transaminase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0004015 GO:0030170 GO:0009102	P44426
OHDNGLAN_00106	DEG10050559	24	7.37e-149	407.0	DEG1005	HI1552	16273452	COG2830S	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	-	P44251
OHDNGLAN_00108	DEG10050558	8	2.23e-132	365.0	DEG1005	bioD-B/bioD	16273450	COG0132H	-	dithiobiotin synthetase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0005524 GO:0004141 GO:0000287 GO:0009102	P45248
OHDNGLAN_00109	DEG10050557	0	2.47e-171	465.0	DEG1005	lolD	16273449	COG1136V	-	ABC transporter ATP-binding protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0043190 GO:0005524 GO:0016887 GO:0042954	P45247
OHDNGLAN_00110	DEG10050556	8	0.0	832.0	DEG1005	lolE	16273448	COG4591M	-	outer membrane-specific lipoprotein transporter subunit LolE	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0009276 GO:0016021 GO:0005886 GO:0042954	P44250
OHDNGLAN_00115	DEG10050377	118	5.45e-13	59.3	DEG1005	HI1044	16272976	COG3381R	-	twin-argninine leader-binding protein DmsD	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005048 GO:0061077	P44102
OHDNGLAN_00116	DEG10050555	5	1.11e-136	374.0	DEG1005	HI1542	16273442	COG0778C	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016491	P45244
OHDNGLAN_00117	DEG10050610	139	5.67e-19	83.2	DEG1005	sohB	16273569	COG0616OU	-	predicted inner membrane peptidase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016021 GO:0005886 GO:0004252	P45315
OHDNGLAN_00122	DEG10050554	14	0.0	688.0	DEG1005	HI1535	16273435	COG0665E,COG4121S	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	-	-
OHDNGLAN_00125	DEG10050552	6	0.0	616.0	DEG1005	rimK	16273431	COG0189HJ	-	ribosomal protein S6 modification protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016881 GO:0005524 GO:0000287 GO:0030145 GO:0006464 GO:0006412	P45241
OHDNGLAN_00128	DEG10050551	6	0.0	1293.0	DEG1005	parE	16273428	COG0187L	-	DNA topoisomerase IV subunit B	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005694 GO:0005524 GO:0003677 GO:0003918 GO:0000287 GO:0007059 GO:0006265	P43703
OHDNGLAN_00129	DEG10050094	207	6.21e-35	124.0	DEG1005	msbB	16272163	COG1560M	-	lipid A biosynthesis (KDO)2-(lauroyl)-lipid IVA acyltransferase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0009276 GO:0016021 GO:0005886 GO:0016747 GO:0036104 GO:0009244	P44567
OHDNGLAN_00131	DEG10050375	21	2.92e-07	39.3	DEG1005	HinDVM	16272974	COG0270L	-	modification methylase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0003886 GO:0003677 GO:0009307	P45000
OHDNGLAN_00132	DEG10050458	0	2.51e-18	69.3	DEG1005	hsdR	16273199	COG0610V	-	type I restriction enzyme	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005524 GO:0003677 GO:0009035 GO:0009307	O05052
OHDNGLAN_00134	DEG10050483	4	5.8199999999999994e-67	204.0	DEG1005	uup-B	16273253	COG0488R	-	ABC transporter ATP-binding protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005524 GO:0016887 GO:0006810	P45167
OHDNGLAN_00135	DEG10050483	5	2.95e-129	365.0	DEG1005	uup-B	16273253	COG0488R	-	ABC transporter ATP-binding protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005524 GO:0016887 GO:0006810	P45167
OHDNGLAN_00135	DEG10050483	45	5.44e-07	43.1	DEG1005	uup-B	16273253	COG0488R	-	ABC transporter ATP-binding protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005524 GO:0016887 GO:0006810	P45167
OHDNGLAN_00141	DEG10050465	1	1.84e-117	324.0	DEG1005	pgpA	16273218	COG1267I	-	phosphatidylglycerophosphatase A	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016021 GO:0005886 GO:0046872 GO:0008962 GO:0006655 GO:0009395	P44157
OHDNGLAN_00142	DEG10050466	4	6.0499999999999995e-152	415.0	DEG1005	HI1307	16273219	COG1280E	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016021 GO:0005886 GO:0006865	Q57320
OHDNGLAN_00143	DEG10050467	5	0.0	535.0	DEG1005	dapB	16273220	COG0289E	-	dihydrodipicolinate reductase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0008839 GO:0051287 GO:0070402 GO:0016726 GO:0019877 GO:0009089	P45153
OHDNGLAN_00146	DEG10050468	3	0.0	679.0	DEG1005	pheS	16273223	COG0016J	-	phenylalanyl-tRNA synthetase subunit alpha	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0005524 GO:0000287 GO:0004826 GO:0000049 GO:0006432	P43819
OHDNGLAN_00147	DEG10050469	23	0.0	1585.0	DEG1005	pheT	16273224	COG0072J	-	phenylalanyl-tRNA synthetase subunit beta	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0005524 GO:0000287 GO:0004826 GO:0000049 GO:0006432 GO:0008033	P43820
OHDNGLAN_00148	DEG10050470	3	1.1500000000000001e-66	190.0	DEG1005	ihfA/himA	16273225	COG0776L	-	integration host factor alpha-subunit	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0003677 GO:0006310 GO:0006355 GO:0006417 GO:0006351	P43723
OHDNGLAN_00149	DEG10050471	6	2.9399999999999996e-119	328.0	DEG1005	nlpC	16273226	COG0791M	-	lipoprotein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005886 GO:0008234	Q57223
OHDNGLAN_00162	DEG10050472	25	0.0	504.0	DEG1005	HI1317	16273229	COG0676G	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0030246 GO:0047938 GO:0005975	P44160
OHDNGLAN_00163	DEG10050473	0	7.1e-98	274.0	DEG1005	infC	16273648	COG0290J	-	translation initiation factor IF-3	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0003743	P43814
OHDNGLAN_00164	DEG10050474	0	2.31e-43	129.0	DEG1005	rpmI	16273679	COG0291J	-	50S ribosomal protein L35	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005840 GO:0003735 GO:0006412	P67917
OHDNGLAN_00165	DEG10050475	0	3.8200000000000006e-79	223.0	DEG1005	rplT	16273230	COG0292J	-	50S ribosomal protein L20	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005840 GO:0019843 GO:0003735 GO:0006412	P44358
OHDNGLAN_00166	DEG10050476	30	0.0	2440.0	DEG1005	recB	16273231	COG1074L	-	exodeoxyribonuclease V beta chain	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005524 GO:0004003 GO:0003677 GO:0004519 GO:0008854 GO:0046872 GO:0051607 GO:0006281	P45157
OHDNGLAN_00168	DEG10050477	3	1.56e-106	295.0	DEG1005	HI1323	16273233	COG3120S	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0043565 GO:0007049 GO:0051301	P44161
OHDNGLAN_00169	DEG10050478	9	0.0	1196.0	DEG1005	lon-B	16273234	COG1067O	-	lon protease	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005524 GO:0004176 GO:0004252 GO:0030163	P43865
OHDNGLAN_00170	DEG10050479	0	7.920000000000001e-133	363.0	DEG1005	fabA	16273235	COG0764I	-	3-hydroxydecanoyl-(acyl carrier protein) dehydratase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0008693 GO:0047451 GO:0034017 GO:0006633	P45159
OHDNGLAN_00173	DEG10050538	0	5.42e-62	177.0	DEG1005	rpsO-B/rpsO	16273372	COG0184J	-	30S ribosomal protein S15	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005840 GO:0019843 GO:0003735 GO:0006412	P44389
OHDNGLAN_00175	DEG10050480	4	0.0	970.0	DEG1005	dacB	16273241	COG2027M	-	D-alanyl-D-alanine carboxypeptidase/endopeptidase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0042597 GO:0009002 GO:0007049 GO:0051301 GO:0071555 GO:0009252 GO:0008360 GO:0046677	P45161
OHDNGLAN_00176	DEG10050182	92	3.4000000000000004e-27	94.7	DEG1005	greB	16272512	COG0782K	-	transcription elongation factor GreB	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0003677 GO:0032784 GO:0006351	P43882
OHDNGLAN_00178	DEG10050481	2	1.13e-154	422.0	DEG1005	rrmJ	16273244	COG0293J	-	23S rRNA methyltransferase J	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0008650	P45162
OHDNGLAN_00180	DEG10050537	3	0.0	564.0	DEG1005	folP-B/folP-2	16273369	COG0294H	-	dihydropteroate synthase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0004156 GO:0046872 GO:0046656 GO:0046677 GO:0046654	P43776
OHDNGLAN_00181	DEG10050536	6	0.0	896.0	DEG1005	mrsA-B/mrsA	16273368	COG1109G	-	MrsA	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0000287 GO:0008966 GO:0005975	P45164
OHDNGLAN_00184	DEG10050535	3	0.0	914.0	DEG1005	HI1462	16273365	COG1538MU	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016020 GO:0008289 GO:0005215	P45217
OHDNGLAN_00187	DEG10050534	7	1.4900000000000002e-129	356.0	DEG1005	HI1459	30995451	COG1595K	-	RNA polymerase sigma factor	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0003677 GO:0003700 GO:0016987 GO:0006352	P45215
OHDNGLAN_00190	DEG10050533	12	3.52e-116	322.0	DEG1005	HI1457	16273363	COG3637M	-	opacity protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0009279 GO:0016021 GO:0015288	Q57201
OHDNGLAN_00191	DEG10050532	3	1.3e-107	298.0	DEG1005	HI1456	30995450	-	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016021	P44203
OHDNGLAN_00194	DEG10050531	3	1.76e-114	316.0	DEG1005	purL	16273359	COG0526OC	-	phosphoribosylformylglycinamidine synthase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016491	Q57127
OHDNGLAN_00197	DEG10050530	1	2.4599999999999997e-74	210.0	DEG1005	HI1450	16273357	COG3099S	-	dsDNA-mimic protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	-	P44199
OHDNGLAN_00198	DEG10050529	6	6.24e-178	483.0	DEG1005	moeB	16273356	COG0476H	-	molybdopterin biosynthesis protein MoeB	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005524 GO:0061605 GO:0006777	P45211
OHDNGLAN_00199	DEG10050528	15	0.0	795.0	DEG1005	moeA	16273355	COG0303H	-	molybdopterin biosynthesis protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0046872 GO:0061599 GO:0006777	P45210
OHDNGLAN_00202	DEG10050558	116	3.46e-15	66.6	DEG1005	bioD-B/bioD	16273450	COG0132H	-	dithiobiotin synthetase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0005524 GO:0004141 GO:0000287 GO:0009102	P45248
OHDNGLAN_00204	DEG10050527	1	8e-104	288.0	DEG1005	rplM	16273350	COG0102J	-	50S ribosomal protein L13	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005840 GO:0003735 GO:0006412	P44387
OHDNGLAN_00205	DEG10050526	1	3.09e-93	260.0	DEG1005	rpsI	16273349	COG0103J	-	30S ribosomal protein S9	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005840 GO:0003735 GO:0006412	P44388
OHDNGLAN_00207	DEG10050525	3	3.8200000000000005e-110	304.0	DEG1005	sspB	16273347	COG2969R	-	ClpXP protease specificity-enhancing factor	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	-	P45206
OHDNGLAN_00208	DEG10050524	11	0.0	1273.0	DEG1005	dxs	16273346	COG1154HI	-	1-deoxy-D-xylulose-5-phosphate synthase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0008661 GO:0000287 GO:0030976 GO:0052865 GO:0016114 GO:0009228	P45205
OHDNGLAN_00209	DEG10050523	3	0.0	586.0	DEG1005	ispA	16273345	COG0142H	-	geranyltranstransferase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0005737 GO:0004337 GO:0046872 GO:0008299	P45204
OHDNGLAN_00212	DEG10050522	5	1.79e-71	203.0	DEG1005	HI1436	16273343	COG3098S	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	-	Q57152
OHDNGLAN_00213	DEG10050140	138	3.15e-31	112.0	DEG1005	rluC	16272361	COG0564J	-	23S rRNA pseudouridylate synthase C	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0009982 GO:0003723 GO:0001522 GO:0006364	P44433
OHDNGLAN_00217	DEG10050521	5	0.0	629.0	DEG1005	usg/usg1	16273338	COG0136E	-	aspartate-semialdehyde dehydrogenase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0004073 GO:0051287 GO:0050661 GO:0009097 GO:0009089 GO:0009086 GO:0009088	P45201
OHDNGLAN_00218	DEG10050520	4	0.0	542.0	DEG1005	trpA	16273337	COG0159E	-	tryptophan synthase subunit alpha	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0004834	P43759
OHDNGLAN_00219	DEG10050519	3	0.0	809.0	DEG1005	trpB	16273336	COG0133E	-	tryptophan synthase subunit beta	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0004834	P43760
OHDNGLAN_00220	DEG10050073	149	3.75e-25	94.7	DEG1005	fabG	16272122	COG1028IQR	-	3-ketoacyl-(acyl-carrier-protein) reductase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0004316 GO:0051287 GO:0050661 GO:0030497	P43713
OHDNGLAN_00222	DEG10050518	2	1.63e-159	434.0	DEG1005	purN	16273333	COG0299F	-	phosphoribosylglycinamide formyltransferase	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0008168 GO:0004644 GO:0006189	P43846
OHDNGLAN_00223	DEG10050517	7	0.0	562.0	DEG1005	HI1427	16273332	COG5266P	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	-	P44196
OHDNGLAN_00229	DEG10050516	6	7.309999999999999e-54	160.0	DEG1005	HI1422	16273327	COG3561K	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	-	P44193
OHDNGLAN_00238	DEG10050543	136	2.55e-11	56.2	DEG1005	HI1476	16273380	COG2932K	-	transcriptional regulatory protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0043565 GO:0006355 GO:0006351	P44207
OHDNGLAN_00251	DEG10050514	35	1.1200000000000001e-110	312.0	DEG1005	HI1418	30995448	COG3617K	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	-	P44189
OHDNGLAN_00253	DEG10050513	5	7.87e-151	411.0	DEG1005	HI1415	16273322	COG3179R	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0004568 GO:0016998 GO:0006032	P44187
OHDNGLAN_00254	DEG10050512	5	2.0799999999999998e-45	136.0	DEG1005	HI1414	16273321	-	-	hypothetical protein	Haemophilus influenzae Rd KW20	NC_000907	Rich medium	-	GO:0016021	P44186
