query_id	subject_id	pct_identity	aln_length	n_of_mismatches	gap_openings	q_start	q_end	s_start	s_end	e_value	bit_score
OHDNGLAN_00102	DEG10050562	98.095	315	6	0	1	315	1	315	0.0	640
OHDNGLAN_00103	DEG10050561	100.000	393	0	0	1	393	1	393	0.0	792
OHDNGLAN_00104	DEG10050560	98.140	430	8	0	1	430	1	430	0.0	884
OHDNGLAN_00106	DEG10050559	88.837	215	24	0	1	215	1	215	7.37e-149	407
OHDNGLAN_00108	DEG10050558	95.722	187	8	0	1	187	1	187	2.23e-132	365
OHDNGLAN_00109	DEG10050557	100.000	227	0	0	1	227	1	227	2.47e-171	465
OHDNGLAN_00110	DEG10050556	98.077	416	8	0	1	416	1	416	0.0	832
OHDNGLAN_00115	DEG10050377	26.776	183	118	3	6	174	5	185	5.45e-13	59.3
OHDNGLAN_00116	DEG10050555	97.283	184	5	0	1	184	1	184	1.11e-136	374
OHDNGLAN_00117	DEG10050610	28.502	207	139	4	335	537	114	315	5.67e-19	83.2
OHDNGLAN_00122	DEG10050554	95.906	342	14	0	181	522	7	348	0.0	688
OHDNGLAN_00125	DEG10050552	98.013	302	6	0	1	302	1	302	0.0	616
OHDNGLAN_00128	DEG10050551	99.051	632	6	0	1	632	1	632	0.0	1293
OHDNGLAN_00129	DEG10050094	28.896	308	207	9	8	311	19	318	6.21e-35	124
OHDNGLAN_00131	DEG10050375	48.780	41	21	0	6	46	4	44	2.92e-07	39.3
OHDNGLAN_00132	DEG10050458	100.000	31	0	0	1	31	1	31	2.51e-18	69.3
OHDNGLAN_00134	DEG10050483	96.117	103	4	0	1	103	1	103	5.82e-67	204
OHDNGLAN_00135	DEG10050483	97.312	186	5	0	1	186	274	459	2.95e-129	365
OHDNGLAN_00135	DEG10050483	27.083	96	45	3	12	87	1	91	5.44e-07	43.1
OHDNGLAN_00141	DEG10050465	99.387	163	1	0	1	163	1	163	1.84e-117	324
OHDNGLAN_00142	DEG10050466	98.086	209	4	0	1	209	2	210	6.05e-152	415
OHDNGLAN_00143	DEG10050467	98.148	270	5	0	1	270	1	270	0.0	535
OHDNGLAN_00146	DEG10050468	99.088	329	3	0	1	329	1	329	0.0	679
OHDNGLAN_00147	DEG10050469	97.107	795	23	0	1	795	1	795	0.0	1585
OHDNGLAN_00148	DEG10050470	96.875	96	3	0	1	96	1	96	1.15e-66	190
OHDNGLAN_00149	DEG10050471	96.273	161	6	0	1	161	1	161	2.94e-119	328
OHDNGLAN_00162	DEG10050472	90.406	271	25	1	1	270	1	271	0.0	504
OHDNGLAN_00163	DEG10050473	100.000	135	0	0	1	135	46	180	7.10e-98	274
OHDNGLAN_00164	DEG10050474	100.000	65	0	0	1	65	1	65	2.31e-43	129
OHDNGLAN_00165	DEG10050475	100.000	117	0	0	1	117	1	117	3.82e-79	223
OHDNGLAN_00166	DEG10050476	97.523	1211	30	0	1	1211	1	1211	0.0	2440
OHDNGLAN_00168	DEG10050477	97.973	148	3	0	1	148	1	148	1.56e-106	295
OHDNGLAN_00169	DEG10050478	98.477	591	9	0	1	591	11	601	0.0	1196
OHDNGLAN_00170	DEG10050479	100.000	177	0	0	1	177	1	177	7.92e-133	363
OHDNGLAN_00173	DEG10050538	100.000	89	0	0	1	89	1	89	5.42e-62	177
OHDNGLAN_00175	DEG10050480	99.165	479	4	0	1	479	1	479	0.0	970
OHDNGLAN_00176	DEG10050182	38.158	152	92	2	6	157	7	156	3.40e-27	94.7
OHDNGLAN_00178	DEG10050481	99.043	209	2	0	1	209	1	209	1.13e-154	422
OHDNGLAN_00180	DEG10050537	98.909	275	3	0	1	275	1	275	0.0	564
OHDNGLAN_00181	DEG10050536	98.652	445	6	0	1	445	1	445	0.0	896
OHDNGLAN_00184	DEG10050535	99.339	454	3	0	1	454	1	454	0.0	914
OHDNGLAN_00187	DEG10050534	96.133	181	7	0	1	181	1	181	1.49e-129	356
OHDNGLAN_00190	DEG10050533	92.135	178	12	1	1	176	1	178	3.52e-116	322
OHDNGLAN_00191	DEG10050532	97.987	149	3	0	20	168	1	149	1.30e-107	298
OHDNGLAN_00194	DEG10050531	98.077	156	3	0	1	156	1	156	1.76e-114	316
OHDNGLAN_00197	DEG10050530	99.065	107	1	0	1	107	1	107	2.46e-74	210
OHDNGLAN_00198	DEG10050529	97.531	243	6	0	1	243	1	243	6.24e-178	483
OHDNGLAN_00199	DEG10050528	96.287	404	15	0	1	404	1	404	0.0	795
OHDNGLAN_00202	DEG10050558	28.261	184	116	6	4	184	5	175	3.46e-15	66.6
OHDNGLAN_00204	DEG10050527	99.296	142	1	0	1	142	1	142	8.00e-104	288
OHDNGLAN_00205	DEG10050526	99.231	130	1	0	1	130	1	130	3.09e-93	260
OHDNGLAN_00207	DEG10050525	98.000	150	3	0	1	150	1	150	3.82e-110	304
OHDNGLAN_00208	DEG10050524	98.240	625	11	0	1	625	1	625	0.0	1273
OHDNGLAN_00209	DEG10050523	98.649	296	3	1	1	296	1	295	0.0	586
OHDNGLAN_00212	DEG10050522	95.283	106	5	0	1	106	1	106	1.79e-71	203
OHDNGLAN_00213	DEG10050140	34.764	233	138	6	3	234	99	318	3.15e-31	112
OHDNGLAN_00217	DEG10050521	98.423	317	5	0	1	317	1	317	0.0	629
OHDNGLAN_00218	DEG10050520	98.507	268	4	0	1	268	1	268	0.0	542
OHDNGLAN_00219	DEG10050519	99.237	393	3	0	1	393	1	393	0.0	809
OHDNGLAN_00220	DEG10050073	30.222	225	149	4	1	222	1	220	3.75e-25	94.7
OHDNGLAN_00222	DEG10050518	99.057	212	2	0	1	212	1	212	1.63e-159	434
OHDNGLAN_00223	DEG10050517	97.482	278	7	0	1	278	1	278	0.0	562
OHDNGLAN_00229	DEG10050516	92.593	81	6	0	1	81	1	81	7.31e-54	160
OHDNGLAN_00238	DEG10050543	25.907	193	136	4	21	210	25	213	2.55e-11	56.2
OHDNGLAN_00251	DEG10050514	80.663	181	35	0	40	220	1	181	1.12e-110	312
OHDNGLAN_00253	DEG10050513	97.500	200	5	0	1	200	1	200	7.87e-151	411
OHDNGLAN_00254	DEG10050512	79.208	101	5	2	1	101	7	91	2.08e-45	136
OHDNGLAN_00255	DEG10050511	98.750	80	1	0	1	80	14	93	1.55e-57	166
OHDNGLAN_00258	DEG10050510	98.214	392	7	0	56	447	3	394	0.0	790
OHDNGLAN_00259	DEG10050509	97.025	437	12	1	1	437	1	436	0.0	861
OHDNGLAN_00263	DEG10050507	98.175	274	5	0	1	274	1	274	0.0	558
OHDNGLAN_00264	DEG10050506	98.515	202	3	0	1	202	1	202	8.31e-151	411
OHDNGLAN_00265	DEG10050505	98.922	464	5	0	1	464	1	464	0.0	954
OHDNGLAN_00267	DEG10050521	84.211	57	9	0	1	57	152	208	1.57e-29	100
OHDNGLAN_00268	DEG10050504	97.917	144	3	0	1	144	1	144	3.60e-106	294
OHDNGLAN_00271	DEG10050503	84.314	102	16	0	1	102	1	102	2.99e-62	180
OHDNGLAN_00273	DEG10050502	98.847	954	11	0	1	954	1	954	0.0	1954
OHDNGLAN_00276	DEG10050501	93.093	333	23	0	1	333	1	333	0.0	630
OHDNGLAN_00278	DEG10050500	96.373	193	7	0	1	193	1	193	6.08e-142	388
OHDNGLAN_00279	DEG10050115	21.101	327	230	8	190	507	116	423	7.82e-11	58.2
OHDNGLAN_00280	DEG10050499	82.576	132	23	0	157	288	17	148	2.33e-77	227
OHDNGLAN_00286	DEG10050424	35.600	250	142	10	9	250	3	241	7.48e-38	128
OHDNGLAN_00287	DEG10050626	30.180	222	148	3	4	224	2	217	5.40e-34	116
OHDNGLAN_00291	DEG10050498	97.351	302	8	0	1	302	1	302	0.0	589
OHDNGLAN_00292	DEG10050497	98.079	1510	29	0	1	1510	1	1510	0.0	3025
OHDNGLAN_00293	DEG10050496	97.131	244	6	1	1	244	1	243	1.47e-176	480
OHDNGLAN_00295	DEG10050375	28.527	319	178	14	5	299	2	294	2.78e-20	84.0
OHDNGLAN_00298	DEG10050495	96.330	109	4	0	1	109	1	109	8.25e-79	222
OHDNGLAN_00301	DEG10050494	98.920	926	10	0	1	926	1	926	0.0	1887
OHDNGLAN_00302	DEG10050493	99.689	643	2	0	1	643	1	643	0.0	1339
OHDNGLAN_00303	DEG10050492	98.454	194	3	0	1	194	1	194	4.84e-141	386
OHDNGLAN_00304	DEG10050491	98.618	868	12	0	1	868	1	868	0.0	1787
OHDNGLAN_00305	DEG10050490	100.000	281	0	0	1	281	1	281	0.0	582
OHDNGLAN_00311	DEG10050489	25.225	333	186	15	9	329	133	414	2.90e-12	63.9
OHDNGLAN_00312	DEG10050489	98.082	730	14	0	1	730	1	730	0.0	1496
OHDNGLAN_00313	DEG10050488	97.414	696	18	0	1	696	4	699	0.0	1399
OHDNGLAN_00315	DEG10050487	98.564	557	8	0	1	557	1	557	0.0	1147
OHDNGLAN_00316	DEG10050141	35.193	466	281	5	6	461	4	458	6.47e-81	265
OHDNGLAN_00317	DEG10050339	29.376	497	298	16	8	484	9	472	1.05e-39	144
OHDNGLAN_00318	DEG10050329	30.702	114	76	2	113	223	36	149	4.76e-09	50.8
OHDNGLAN_00319	DEG10050486	97.945	292	6	0	1	292	1	292	0.0	593
OHDNGLAN_00320	DEG10050485	100.000	160	0	0	1	160	1	160	3.10e-121	333
OHDNGLAN_00321	DEG10050484	98.958	192	2	0	1	192	221	412	1.46e-142	398
OHDNGLAN_00322	DEG10050484	99.024	205	2	0	1	205	1	205	2.65e-152	423
OHDNGLAN_00323	DEG10050060	51.417	247	120	0	5	251	1	247	9.33e-88	263
OHDNGLAN_00324	DEG10050061	24.542	273	186	8	5	271	85	343	7.76e-10	53.9
OHDNGLAN_00326	DEG10050163	48.624	327	167	1	51	376	22	348	4.74e-109	318
OHDNGLAN_00327	DEG10050464	97.836	647	14	0	1	647	1	647	0.0	1292
OHDNGLAN_00329	DEG10050463	99.134	231	2	0	1	231	1	231	1.98e-166	453
OHDNGLAN_00332	DEG10050462	97.187	391	11	0	9	399	7	397	0.0	790
OHDNGLAN_00335	DEG10050461	97.849	279	6	0	1	279	1	279	0.0	572
OHDNGLAN_00337	DEG10050460	97.917	288	6	0	1	288	1	288	0.0	584
OHDNGLAN_00339	DEG10050459	93.716	557	33	1	2	556	20	576	0.0	1092
OHDNGLAN_00342	DEG10050458	93.087	1056	71	2	1	1055	1	1055	0.0	2027
OHDNGLAN_00343	DEG10050236	27.313	227	152	8	332	553	2	220	3.15e-12	64.3
OHDNGLAN_00345	DEG10050457	98.675	151	2	0	1	151	1	151	2.54e-110	305
OHDNGLAN_00359	DEG10050508	91.228	114	10	0	230	343	45	158	2.34e-67	216
OHDNGLAN_00392	DEG10050456	97.727	220	5	0	1	220	1	220	5.83e-167	454
OHDNGLAN_00394	DEG10050455	99.120	682	6	0	1	682	1	682	0.0	1410
OHDNGLAN_00395	DEG10050454	98.951	286	3	0	1	286	1	286	0.0	592
OHDNGLAN_00404	DEG10050453	98.649	296	4	0	1	296	1	296	0.0	603
OHDNGLAN_00406	DEG10050452	98.255	1146	20	0	15	1160	1	1146	0.0	2311
OHDNGLAN_00408	DEG10050451	92.208	154	12	0	503	656	1	154	7.40e-101	299
OHDNGLAN_00410	DEG10050464	34.340	530	336	5	22	543	18	543	3.30e-86	275
OHDNGLAN_00410	DEG10050464	30.189	265	151	6	324	556	3	265	1.79e-23	99.0
OHDNGLAN_00413	DEG10050450	100.000	206	0	0	1	206	1	206	7.37e-157	427
OHDNGLAN_00414	DEG10050449	98.447	322	5	0	1	322	1	322	0.0	638
OHDNGLAN_00416	DEG10050448	99.411	679	4	0	1	679	1	679	0.0	1375
OHDNGLAN_00417	DEG10050447	99.536	647	3	0	1	647	1	647	0.0	1333
OHDNGLAN_00418	DEG10050446	99.339	756	5	0	1	756	1	756	0.0	1536
OHDNGLAN_00419	DEG10050445	96.117	206	8	0	1	206	1	206	3.19e-152	415
OHDNGLAN_00420	DEG10050444	96.552	232	8	0	1	232	1	232	8.50e-174	472
OHDNGLAN_00421	DEG10050443	99.286	280	2	0	1	280	1	280	0.0	554
OHDNGLAN_00422	DEG10050443	98.113	106	2	0	1	106	293	398	8.98e-71	211
OHDNGLAN_00427	DEG10050129	39.832	595	331	8	5	595	22	593	1.20e-143	426
OHDNGLAN_00429	DEG10050442	98.684	152	2	0	1	152	1	152	8.42e-114	313
OHDNGLAN_00430	DEG10050368	26.641	259	164	9	76	320	2	248	1.04e-08	53.1
OHDNGLAN_00431	DEG10050441	95.062	567	2	2	1	541	1	567	0.0	1063
OHDNGLAN_00432	DEG10050440	99.789	474	1	0	1	474	1	474	0.0	959
OHDNGLAN_00433	DEG10050439	100.000	180	0	0	1	180	1	180	7.74e-133	364
OHDNGLAN_00434	DEG10050150	30.345	145	98	2	38	180	25	168	7.61e-12	61.6
OHDNGLAN_00437	DEG10050351	25.888	197	134	4	44	229	156	351	5.11e-13	62.0
OHDNGLAN_00440	DEG10050438	99.748	397	0	1	1	397	1	396	0.0	810
OHDNGLAN_00441	DEG10050437	100.000	96	0	0	1	96	1	96	5.60e-65	186
OHDNGLAN_00442	DEG10050470	45.055	91	49	1	1	91	4	93	4.25e-21	75.1
OHDNGLAN_00443	DEG10050436	99.089	549	5	0	1	549	1	549	0.0	1085
OHDNGLAN_00444	DEG10050435	98.165	218	4	0	20	237	1	218	7.95e-157	429
OHDNGLAN_00449	DEG10050471	41.935	124	67	1	64	182	38	161	2.18e-36	119
OHDNGLAN_00450	DEG10050603	98.133	482	9	0	1	482	1	482	0.0	970
OHDNGLAN_00451	DEG10050604	99.647	283	1	0	1	283	1	283	0.0	580
OHDNGLAN_00452	DEG10050605	96.522	575	20	0	1	575	1	575	0.0	1137
OHDNGLAN_00455	DEG10050606	90.674	193	18	0	1	193	1	193	3.87e-129	356
OHDNGLAN_00456	DEG10050607	99.603	756	3	0	1	756	1	756	0.0	1568
OHDNGLAN_00457	DEG10050608	99.468	376	2	0	1	376	1	376	0.0	776
OHDNGLAN_00458	DEG10050441	26.609	466	274	8	3	407	109	567	1.20e-48	168
OHDNGLAN_00461	DEG10050609	94.422	251	14	0	1	251	1	251	8.43e-177	481
OHDNGLAN_00483	DEG10050572	99.558	226	1	0	1	226	1	226	6.42e-170	461
OHDNGLAN_00484	DEG10050573	97.381	420	11	0	1	420	1	420	0.0	803
OHDNGLAN_00485	DEG10050574	99.507	203	1	0	1	203	1	203	1.88e-148	405
OHDNGLAN_00486	DEG10050575	97.837	416	9	0	1	416	1	416	0.0	850
OHDNGLAN_00487	DEG10050576	96.172	209	8	0	1	209	1	209	1.15e-153	419
OHDNGLAN_00488	DEG10050577	97.764	313	7	0	5	317	1	313	0.0	635
OHDNGLAN_00489	DEG10050578	99.365	315	2	0	1	315	1	315	0.0	629
OHDNGLAN_00490	DEG10050579	98.980	392	4	0	1	392	1	392	0.0	795
OHDNGLAN_00492	DEG10050580	97.845	464	10	0	1	464	1	464	0.0	922
OHDNGLAN_00493	DEG10050581	98.039	204	4	0	1	204	1	204	1.91e-150	410
OHDNGLAN_00494	DEG10050582	97.468	869	22	0	1	869	1	869	0.0	1764
OHDNGLAN_00498	DEG10050583	94.475	362	20	0	1	362	1	362	0.0	715
OHDNGLAN_00499	DEG10050584	98.485	396	6	0	1	396	1	396	0.0	810
OHDNGLAN_00500	DEG10050585	97.537	203	5	0	1	203	1	203	1.74e-147	403
OHDNGLAN_00502	DEG10050586	97.573	206	5	0	1	206	1	206	7.30e-141	386
OHDNGLAN_00507	DEG10050587	97.899	238	5	0	1	238	1	238	2.12e-171	466
OHDNGLAN_00508	DEG10050588	93.966	116	7	0	1	116	1	116	6.31e-81	228
OHDNGLAN_00509	DEG10050589	98.507	134	2	0	1	134	1	134	1.88e-97	271
OHDNGLAN_00510	DEG10050590	98.378	185	3	0	1	185	1	185	5.01e-133	366
OHDNGLAN_00511	DEG10050591	96.842	95	3	0	1	95	1	95	1.08e-66	190
OHDNGLAN_00516	DEG10050593	96.694	121	4	0	1	121	1	121	1.69e-85	239
OHDNGLAN_00518	DEG10050594	100.000	275	0	0	1	275	1	275	0.0	557
OHDNGLAN_00519	DEG10050595	97.619	336	8	0	1	336	1	336	0.0	683
OHDNGLAN_00520	DEG10050596	99.659	879	3	0	1	879	1	879	0.0	1812
OHDNGLAN_00521	DEG10050597	97.021	470	14	0	1	470	1	470	0.0	946
OHDNGLAN_00525	DEG10050426	35.780	327	201	3	1	326	1	319	1.87e-76	233
OHDNGLAN_00526	DEG10050425	38.976	254	151	2	2	251	10	263	1.94e-64	199
OHDNGLAN_00527	DEG10050598	94.379	338	19	0	1	338	1	338	0.0	625
OHDNGLAN_00529	DEG10050599	97.398	269	7	0	1	269	1	269	0.0	551
OHDNGLAN_00530	DEG10050600	99.700	333	1	0	1	333	1	333	0.0	684
OHDNGLAN_00531	DEG10050435	62.264	53	20	0	1	53	1	53	2.90e-17	66.6
OHDNGLAN_00533	DEG10050352	27.941	204	133	9	23	219	41	237	2.02e-06	45.8
OHDNGLAN_00537	DEG10050434	100.000	229	0	0	1	229	1	229	7.11e-175	474
OHDNGLAN_00538	DEG10050564	42.264	265	149	2	14	277	83	344	9.00e-68	209
OHDNGLAN_00539	DEG10050305	31.098	328	184	7	183	496	19	318	1.98e-42	148
OHDNGLAN_00540	DEG10050433	99.357	311	2	0	1	311	1	311	0.0	618
OHDNGLAN_00545	DEG10050432	98.639	147	2	0	1	147	1	147	1.16e-106	295
OHDNGLAN_00547	DEG10050446	31.447	318	213	3	399	711	438	755	2.63e-42	159
OHDNGLAN_00548	DEG10050431	100.000	167	0	0	1	167	8	174	2.43e-125	344
OHDNGLAN_00549	DEG10050430	99.363	314	2	0	1	314	1	314	0.0	642
OHDNGLAN_00550	DEG10050228	26.923	130	94	1	18	147	17	145	2.62e-12	60.8
OHDNGLAN_00551	DEG10050444	26.829	164	113	3	141	302	61	219	1.40e-16	72.8
OHDNGLAN_00552	DEG10050214	22.043	186	133	6	19	199	5	183	9.25e-07	42.0
OHDNGLAN_00556	DEG10050429	99.327	297	2	0	1	297	1	297	0.0	603
OHDNGLAN_00561	DEG10050428	100.000	209	0	0	1	209	3	211	8.69e-160	434
OHDNGLAN_00563	DEG10050427	98.349	727	12	0	1	727	1	727	0.0	1482
OHDNGLAN_00566	DEG10050426	96.667	330	11	0	1	330	1	330	0.0	657
OHDNGLAN_00567	DEG10050425	97.859	327	7	0	1	327	1	327	0.0	668
OHDNGLAN_00570	DEG10050424	98.354	243	4	0	1	243	1	243	0.0	494
OHDNGLAN_00571	DEG10050423	91.632	239	20	0	1	239	1	239	3.00e-166	453
OHDNGLAN_00575	DEG10050533	36.364	187	93	8	1	170	1	178	3.35e-25	90.9
OHDNGLAN_00576	DEG10050422	98.718	156	2	0	3	158	1	156	3.08e-117	323
OHDNGLAN_00578	DEG10050421	96.373	193	7	0	1	193	1	193	3.39e-143	391
OHDNGLAN_00579	DEG10050115	24.155	207	138	4	124	320	222	419	2.85e-12	61.6
OHDNGLAN_00583	DEG10050159	28.302	371	237	11	1	362	16	366	8.09e-39	137
OHDNGLAN_00589	DEG10050420	96.377	138	5	0	1	138	1	138	1.64e-99	276
OHDNGLAN_00590	DEG10050419	97.205	322	9	0	1	322	1	322	0.0	656
OHDNGLAN_00593	DEG10050217	22.474	485	324	12	98	559	96	551	2.49e-35	134
OHDNGLAN_00594	DEG10050217	26.364	550	361	14	26	551	22	551	3.76e-54	187
OHDNGLAN_00595	DEG10050081	28.571	91	58	3	12	101	16	100	2.97e-06	40.0
OHDNGLAN_00598	DEG10050418	97.118	451	13	0	1	451	1	451	0.0	903
OHDNGLAN_00599	DEG10050417	100.000	178	0	0	1	178	1	178	9.64e-128	351
OHDNGLAN_00602	DEG10050047	33.333	225	139	5	3	221	6	225	2.99e-34	120
OHDNGLAN_00603	DEG10050416	96.951	164	5	0	1	164	1	164	2.97e-118	326
OHDNGLAN_00604	DEG10050415	99.298	285	2	0	1	285	1	285	0.0	580
OHDNGLAN_00605	DEG10050414	99.740	385	1	0	1	385	1	385	0.0	788
OHDNGLAN_00607	DEG10050413	99.525	421	2	0	1	421	1	421	0.0	839
OHDNGLAN_00608	DEG10050412	99.529	425	2	0	1	425	1	425	0.0	866
OHDNGLAN_00609	DEG10050411	99.606	254	1	0	1	254	1	254	0.0	516
OHDNGLAN_00610	DEG10050410	98.366	306	5	0	1	306	1	306	0.0	620
OHDNGLAN_00611	DEG10050409	99.158	475	4	0	1	475	1	475	0.0	969
OHDNGLAN_00612	DEG10050408	98.860	351	4	0	1	351	1	351	0.0	710
OHDNGLAN_00614	DEG10050407	97.465	434	11	0	1	434	1	434	0.0	880
OHDNGLAN_00616	DEG10050407	25.341	367	224	17	75	424	70	403	5.21e-14	68.2
OHDNGLAN_00617	DEG10050407	21.475	461	271	17	2	460	39	410	5.57e-10	55.5
OHDNGLAN_00618	DEG10050014	23.411	645	395	25	17	582	3	627	6.87e-24	100
OHDNGLAN_00619	DEG10050406	100.000	107	0	0	1	107	1	107	1.99e-75	213
OHDNGLAN_00628	DEG10050426	46.358	302	160	2	4	303	3	304	7.29e-94	277
OHDNGLAN_00629	DEG10050425	50.980	306	147	2	26	331	24	326	1.35e-110	320
OHDNGLAN_00630	DEG10050405	98.973	292	3	0	1	292	1	292	0.0	605
OHDNGLAN_00631	DEG10050404	97.073	205	6	0	1	205	1	205	2.04e-151	413
OHDNGLAN_00632	DEG10050403	99.214	509	4	0	1	509	1	509	0.0	1026
OHDNGLAN_00636	DEG10050369	25.202	496	336	14	2	486	4	475	2.75e-33	126
OHDNGLAN_00639	DEG10050402	99.359	468	3	0	1	468	1	468	0.0	926
OHDNGLAN_00640	DEG10050298	21.978	182	131	5	99	274	156	332	1.20e-07	47.4
OHDNGLAN_00641	DEG10050401	94.509	346	19	0	1	346	1	346	0.0	679
OHDNGLAN_00642	DEG10050322	24.516	155	109	2	22	172	29	179	1.05e-07	48.1
OHDNGLAN_00644	DEG10050400	96.691	272	9	0	1	272	1	272	0.0	538
OHDNGLAN_00645	DEG10050399	99.085	328	3	0	1	328	1	328	0.0	667
OHDNGLAN_00646	DEG10050398	98.358	670	11	0	1	670	1	670	0.0	1349
OHDNGLAN_00651	DEG10050397	98.693	153	2	0	1	153	1	153	2.78e-113	312
OHDNGLAN_00652	DEG10050531	34.409	93	53	2	65	149	41	133	8.81e-10	49.7
OHDNGLAN_00653	DEG10050396	98.765	648	8	0	1	648	1	648	0.0	1288
OHDNGLAN_00654	DEG10050395	97.688	173	4	0	1	173	1	173	4.47e-124	341
OHDNGLAN_00658	DEG10050366	31.694	183	115	6	18	194	11	189	4.49e-19	76.6
OHDNGLAN_00660	DEG10050394	99.621	264	1	0	1	264	1	264	0.0	533
OHDNGLAN_00661	DEG10050393	99.234	261	2	0	1	261	1	261	0.0	510
OHDNGLAN_00665	DEG10050076	32.727	55	36	1	22	76	33	86	9.29e-07	38.1
OHDNGLAN_00667	DEG10050423	23.106	264	163	5	1	251	1	237	2.52e-13	62.4
OHDNGLAN_00669	DEG10050424	42.324	241	137	2	2	242	3	241	2.25e-64	196
OHDNGLAN_00671	DEG10050392	99.450	545	3	0	1	545	1	545	0.0	1121
OHDNGLAN_00673	DEG10050391	99.616	521	2	0	1	521	1	521	0.0	1056
OHDNGLAN_00674	DEG10050390	99.206	378	3	0	1	378	1	378	0.0	756
OHDNGLAN_00679	DEG10050389	99.628	538	2	0	1	538	1	538	0.0	1120
OHDNGLAN_00680	DEG10050388	98.148	216	3	1	1	216	1	215	1.21e-159	435
OHDNGLAN_00681	DEG10050379	29.897	194	119	5	37	220	2	188	1.18e-22	86.7
OHDNGLAN_00683	DEG10050387	99.578	237	1	0	1	237	1	237	7.50e-178	483
OHDNGLAN_00685	DEG10050386	100.000	148	0	0	1	148	1	148	4.23e-110	304
OHDNGLAN_00686	DEG10050331	23.767	223	148	5	1	205	114	332	3.03e-10	54.3
