query_id	subject_id	pct_identity	aln_length	n_of_mismatches	gap_openings	q_start	q_end	s_start	s_end	e_value	bit_score
PJKHBDOM_00657	DEG10650217	99.180	122	1	0	1	122	1	122	8.51e-80	224
PJKHBDOM_00659	DEG10650152	99.915	1183	1	0	1	1183	1	1183	0.0	2424
PJKHBDOM_00660	DEG10650153	99.833	1198	2	0	10	1207	1	1198	0.0	2460
PJKHBDOM_00661	DEG10650279	98.810	84	1	0	20	103	1	84	1.42e-57	166
PJKHBDOM_00662	DEG10650160	99.270	137	1	0	1	137	1	137	1.47e-99	276
PJKHBDOM_00664	DEG10650055	99.856	693	1	0	1	693	1	693	0.0	1431
PJKHBDOM_00665	DEG10650190	100.000	394	0	0	1	394	1	394	0.0	800
PJKHBDOM_00684	DEG10650046	99.315	292	2	0	1	292	1	292	0.0	602
PJKHBDOM_00704	DEG10650207	99.200	250	2	0	1	250	1	250	0.0	521
PJKHBDOM_00705	DEG10650128	99.085	328	3	0	1	328	1	328	0.0	653
PJKHBDOM_00706	DEG10650214	99.281	278	2	0	1	278	1	278	0.0	575
PJKHBDOM_00707	DEG10650056	99.673	306	1	0	1	306	1	306	0.0	623
PJKHBDOM_00708	DEG10650177	99.083	327	3	0	1	327	1	327	0.0	676
PJKHBDOM_00709	DEG10650072	100.000	358	0	0	1	358	1	358	0.0	743
PJKHBDOM_00711	DEG10650274	30.155	451	282	12	5	432	11	451	3.33e-57	189
PJKHBDOM_00733	DEG10650008	99.819	553	1	0	1	553	1	553	0.0	1135
PJKHBDOM_00746	DEG10650294	27.273	154	85	6	21	160	127	267	1.36e-07	43.9
PJKHBDOM_00747	DEG10650244	39.503	805	473	10	1	800	1	796	3.22e-160	479
PJKHBDOM_00748	DEG10650254	37.037	135	85	0	2	136	4	138	8.90e-22	79.3
PJKHBDOM_00749	DEG10650245	44.828	116	57	3	1	112	1	113	5.37e-29	95.9
PJKHBDOM_00750	DEG10650235	33.401	494	326	2	1	491	1	494	7.34e-96	293
PJKHBDOM_00752	DEG10650255	30.000	60	42	0	20	79	17	76	9.16e-07	37.4
PJKHBDOM_00757	DEG10650262	27.723	202	136	6	17	213	25	221	3.55e-14	63.9
PJKHBDOM_00761	DEG10650173	99.621	264	1	0	1	264	1	264	0.0	533
PJKHBDOM_00762	DEG10650172	99.630	270	1	0	1	270	1	270	0.0	548
PJKHBDOM_00763	DEG10650175	98.365	367	6	0	1	367	1	367	0.0	743
PJKHBDOM_00765	DEG10650224	100.000	132	0	0	1	132	1	132	9.84e-97	268
PJKHBDOM_00767	DEG10650262	33.471	242	138	8	333	563	5	234	3.51e-30	113
PJKHBDOM_00770	DEG10650262	33.990	203	130	2	26	228	32	230	7.48e-31	110
PJKHBDOM_00776	DEG10650069	100.000	165	0	0	1	165	1	165	2.15e-123	338
PJKHBDOM_00782	DEG10650195	31.250	224	149	2	2	220	4	227	8.77e-35	118
PJKHBDOM_00783	DEG10650194	22.314	242	168	11	110	336	366	602	2.16e-07	45.8
PJKHBDOM_00784	DEG10650262	29.952	207	140	3	36	241	21	223	6.86e-28	102
PJKHBDOM_00807	DEG10650239	25.877	228	142	8	306	510	3	226	3.78e-20	84.3
PJKHBDOM_00808	DEG10650262	30.252	238	137	7	325	543	3	230	2.61e-24	96.3
PJKHBDOM_00829	DEG10650194	28.571	231	152	6	120	344	373	596	1.92e-26	103
PJKHBDOM_00830	DEG10650195	36.123	227	133	4	4	222	5	227	2.36e-48	153
PJKHBDOM_00837	DEG10650242	27.742	155	109	2	37	191	43	194	9.61e-15	65.5
PJKHBDOM_00842	DEG10650234	100.000	646	0	0	1	646	1	646	0.0	1308
PJKHBDOM_00843	DEG10650262	25.455	220	130	8	21	232	27	220	9.47e-12	59.3
PJKHBDOM_00843	DEG10650262	26.374	182	97	8	341	496	32	202	1.16e-07	47.0
PJKHBDOM_00846	DEG10650262	33.945	218	136	5	1	214	7	220	2.27e-33	118
PJKHBDOM_00850	DEG10650020	21.959	296	226	2	10	305	7	297	3.59e-19	80.1
PJKHBDOM_00855	DEG10650104	100.000	132	0	0	1	132	1	132	1.24e-97	270
PJKHBDOM_00856	DEG10650102	100.000	701	0	0	1	701	1	701	0.0	1452
PJKHBDOM_00857	DEG10650103	100.000	323	0	0	1	323	1	323	0.0	667
PJKHBDOM_00860	DEG10650239	28.502	207	136	5	17	215	23	225	1.29e-22	87.8
PJKHBDOM_00863	DEG10650093	99.349	307	2	0	1	307	1	307	0.0	625
PJKHBDOM_00872	DEG10650174	100.000	351	0	0	1	351	1	351	0.0	681
PJKHBDOM_00875	DEG10650125	33.735	83	52	2	26	106	264	345	5.63e-07	44.7
PJKHBDOM_00878	DEG10650163	99.763	843	2	0	1	843	1	843	0.0	1735
PJKHBDOM_00879	DEG10650124	99.396	331	2	0	1	331	39	369	0.0	690
PJKHBDOM_00883	DEG10650125	30.000	110	69	3	452	553	558	667	4.24e-06	43.1
PJKHBDOM_00884	DEG10650239	24.603	126	85	4	469	592	128	245	8.35e-08	48.1
PJKHBDOM_00884	DEG10650239	25.424	118	77	4	811	926	129	237	2.23e-07	47.0
PJKHBDOM_00885	DEG10650210	100.000	310	0	0	1	310	1	310	0.0	621
PJKHBDOM_00887	DEG10650061	36.585	41	26	0	109	149	396	436	8.02e-07	41.2
PJKHBDOM_00889	DEG10650186	99.678	311	1	0	1	311	1	311	0.0	631
PJKHBDOM_00894	DEG10650248	29.697	165	97	6	31	190	20	170	1.60e-13	60.8
PJKHBDOM_00899	DEG10650057	100.000	336	0	0	1	336	1	336	0.0	689
PJKHBDOM_00900	DEG10650112	100.000	396	0	0	1	396	1	396	0.0	786
PJKHBDOM_00901	DEG10650183	100.000	253	0	0	1	253	1	253	0.0	519
PJKHBDOM_00902	DEG10650250	99.802	505	1	0	1	505	1	505	0.0	1036
PJKHBDOM_00903	DEG10650037	100.000	434	0	0	1	434	1	434	0.0	881
PJKHBDOM_00908	DEG10650167	100.000	154	0	0	1	154	1	154	8.10e-114	313
PJKHBDOM_00936	DEG10650227	31.325	83	47	4	6	83	7	84	2.52e-06	37.0
PJKHBDOM_00943	DEG10650262	31.513	238	156	4	1	237	7	238	1.25e-36	127
PJKHBDOM_00946	DEG10650294	24.862	181	109	5	222	400	136	291	1.42e-11	58.5
PJKHBDOM_00972	DEG10650171	100.000	253	0	0	1	253	1	253	0.0	514
PJKHBDOM_00973	DEG10650169	100.000	435	0	0	1	435	1	435	0.0	890
PJKHBDOM_00974	DEG10650017	99.758	413	1	0	1	413	4	416	0.0	856
PJKHBDOM_00975	DEG10650291	100.000	154	0	0	1	154	1	154	3.03e-117	322
PJKHBDOM_00976	DEG10650170	99.785	465	1	0	1	465	1	465	0.0	964
PJKHBDOM_01005	DEG10650255	100.000	97	0	0	1	97	1	97	1.62e-64	184
PJKHBDOM_01007	DEG10650235	99.197	498	4	0	1	498	1	498	0.0	957
PJKHBDOM_01008	DEG10650245	100.000	109	0	0	1	109	5	113	2.11e-77	218
PJKHBDOM_01009	DEG10650254	100.000	142	0	0	1	142	1	142	1.81e-100	278
PJKHBDOM_01010	DEG10650244	99.625	801	3	0	1	801	1	801	0.0	1604
PJKHBDOM_01022	DEG10650222	30.769	182	115	3	2	172	3	184	3.84e-28	98.2
PJKHBDOM_01023	DEG10650222	98.429	191	3	0	1	191	1	191	3.02e-139	380
PJKHBDOM_01024	DEG10650229	99.136	1158	10	0	1	1158	1	1158	0.0	2380
PJKHBDOM_01025	DEG10650228	99.014	1217	12	0	1	1217	1	1217	0.0	2476
PJKHBDOM_01028	DEG10650274	27.053	207	126	8	150	345	178	370	8.43e-11	57.0
PJKHBDOM_01036	DEG10650199	26.667	195	137	4	20	212	30	220	6.21e-17	72.0
PJKHBDOM_01041	DEG10650040	98.722	313	4	0	1	313	1	313	0.0	630
PJKHBDOM_01042	DEG10650203	99.758	414	1	0	1	414	1	414	0.0	845
PJKHBDOM_01046	DEG10650239	31.624	234	151	3	23	256	21	245	2.46e-29	108
PJKHBDOM_01047	DEG10650262	35.648	216	130	5	27	242	24	230	2.70e-32	115
PJKHBDOM_01050	DEG10650239	30.493	223	146	4	25	247	23	236	1.29e-29	108
PJKHBDOM_01051	DEG10650262	36.000	225	131	5	32	253	27	241	1.51e-34	121
PJKHBDOM_01054	DEG10650185	99.696	329	1	0	1	329	1	329	0.0	676
PJKHBDOM_01065	DEG10650101	100.000	269	0	0	1	269	1	269	0.0	562
PJKHBDOM_01069	DEG10650041	100.000	256	0	0	1	256	1	256	0.0	518
PJKHBDOM_01075	DEG10650215	23.860	285	169	11	99	361	88	346	9.52e-08	47.0
PJKHBDOM_01076	DEG10650096	98.984	492	5	0	1	492	1	492	0.0	1005
PJKHBDOM_01078	DEG10650055	30.833	480	289	14	7	456	7	473	5.60e-58	198
PJKHBDOM_01093	DEG10650239	30.769	208	130	8	8	202	11	217	2.17e-23	89.0
PJKHBDOM_01102	DEG10650088	99.359	312	2	0	1	312	1	312	0.0	625
PJKHBDOM_01113	DEG10650246	42.975	242	128	3	1024	1263	43	276	3.31e-53	182
PJKHBDOM_01131	DEG10650060	25.970	335	218	11	11	329	2	322	6.22e-14	67.4
PJKHBDOM_01133	DEG10650204	33.333	141	87	3	48	188	52	185	3.04e-16	68.9
PJKHBDOM_01136	DEG10650263	26.050	238	158	7	9	233	14	246	2.60e-11	56.2
PJKHBDOM_01137	DEG10650239	27.136	199	134	4	271	458	27	225	4.72e-20	84.0
PJKHBDOM_01137	DEG10650239	22.053	263	179	8	1	244	2	257	2.55e-13	63.9
PJKHBDOM_01149	DEG10650136	100.000	565	0	0	1	565	1	565	0.0	1152
PJKHBDOM_01150	DEG10650268	100.000	72	0	0	1	72	1	72	3.38e-50	146
PJKHBDOM_01151	DEG10650022	99.454	183	1	0	1	183	1	183	5.04e-137	374
PJKHBDOM_01153	DEG10650201	37.963	324	189	3	43	356	9	330	2.42e-64	202
PJKHBDOM_01154	DEG10650238	48.318	327	167	2	1	325	1	327	3.96e-110	317
PJKHBDOM_01155	DEG10650216	36.471	425	251	6	3	420	1	413	9.46e-85	260
PJKHBDOM_01156	DEG10650274	100.000	468	0	0	1	468	1	468	0.0	939
PJKHBDOM_01159	DEG10650262	35.088	228	140	5	4	225	7	232	2.21e-35	124
PJKHBDOM_01169	DEG10650055	41.358	162	90	3	6	165	8	166	6.03e-26	106
PJKHBDOM_01169	DEG10650055	22.568	257	148	7	163	394	254	484	2.27e-14	69.7
PJKHBDOM_01169	DEG10650055	30.120	83	57	1	393	475	594	675	4.88e-06	42.7
PJKHBDOM_01172	DEG10650052	100.000	408	0	0	1	408	1	408	0.0	801
PJKHBDOM_01173	DEG10650013	45.898	451	234	4	4	452	1	443	6.56e-132	404
PJKHBDOM_01183	DEG10650230	100.000	160	0	0	1	160	1	160	2.04e-120	330
PJKHBDOM_01196	DEG10650114	99.716	352	1	0	1	352	1	352	0.0	731
PJKHBDOM_01197	DEG10650115	98.750	800	10	0	1	800	1	800	0.0	1618
PJKHBDOM_01204	DEG10650227	100.000	104	0	0	1	104	1	104	8.83e-75	210
PJKHBDOM_01242	DEG10650266	100.000	133	0	0	1	133	1	133	1.49e-95	265
PJKHBDOM_01243	DEG10650110	99.859	708	1	0	1	708	37	744	0.0	1449
PJKHBDOM_01244	DEG10650092	100.000	321	0	0	1	321	1	321	0.0	625
PJKHBDOM_01245	DEG10650095	99.777	449	1	0	1	449	1	449	0.0	919
PJKHBDOM_01246	DEG10650025	96.811	439	14	0	1	439	1	439	0.0	855
PJKHBDOM_01247	DEG10650051	99.149	470	2	1	1	470	1	468	0.0	931
PJKHBDOM_01248	DEG10650054	100.000	390	0	0	1	390	1	390	0.0	779
PJKHBDOM_01256	DEG10650081	99.782	917	2	0	1	917	1	917	0.0	1903
PJKHBDOM_01266	DEG10650013	23.729	236	150	6	113	331	99	321	7.95e-11	58.9
PJKHBDOM_01268	DEG10650275	99.507	203	1	0	1	203	1	203	1.76e-150	410
PJKHBDOM_01272	DEG10650065	99.517	207	1	0	1	207	1	207	1.50e-154	420
PJKHBDOM_01274	DEG10650014	100.000	399	0	0	1	399	1	399	0.0	824
PJKHBDOM_01275	DEG10650125	99.501	802	4	0	1	802	1	802	0.0	1653
PJKHBDOM_01279	DEG10650022	27.811	169	101	6	1	148	2	170	1.17e-11	53.9
PJKHBDOM_01280	DEG10650204	99.678	311	1	0	1	311	1	311	0.0	630
PJKHBDOM_01285	DEG10650221	98.625	291	4	0	1	291	1	291	0.0	592
PJKHBDOM_01286	DEG10650138	100.000	214	0	0	1	214	1	214	7.54e-161	437
PJKHBDOM_01287	DEG10650237	100.000	213	0	0	1	213	1	213	8.69e-161	437
PJKHBDOM_01291	DEG10650125	23.737	198	126	4	251	427	240	433	1.54e-07	47.8
PJKHBDOM_01293	DEG10650117	99.390	328	2	0	8	335	1	328	0.0	661
PJKHBDOM_01294	DEG10650038	99.026	308	3	0	1	308	1	308	0.0	625
PJKHBDOM_01295	DEG10650039	100.000	244	0	0	1	244	1	244	0.0	494
PJKHBDOM_01296	DEG10650004	100.000	77	0	0	1	77	1	77	3.78e-50	146
PJKHBDOM_01298	DEG10650258	98.822	1188	14	0	1	1188	1	1188	0.0	2373
PJKHBDOM_01299	DEG10650053	99.038	416	4	0	1	416	1	416	0.0	841
PJKHBDOM_01301	DEG10650044	99.780	455	1	0	1	455	1	455	0.0	914
PJKHBDOM_01302	DEG10650220	100.000	91	0	0	1	91	1	91	5.16e-66	187
PJKHBDOM_01303	DEG10650276	99.401	167	1	0	1	167	1	167	6.60e-122	335
PJKHBDOM_01304	DEG10650184	99.592	245	1	0	1	245	1	245	0.0	510
PJKHBDOM_01307	DEG10650133	99.320	294	2	0	1	294	1	294	0.0	594
PJKHBDOM_01312	DEG10650042	37.079	267	156	4	1	260	1	262	7.16e-48	159
PJKHBDOM_01313	DEG10650042	44.068	118	66	0	2	119	287	404	9.78e-34	115
PJKHBDOM_01315	DEG10650259	99.711	691	2	0	1	691	1	691	0.0	1428
PJKHBDOM_01317	DEG10650294	34.576	295	190	2	1	292	1	295	2.61e-60	188
PJKHBDOM_01319	DEG10650202	43.802	121	65	2	9	126	63	183	6.83e-25	100
PJKHBDOM_01319	DEG10650202	32.314	229	99	6	275	452	177	400	1.47e-24	99.0
PJKHBDOM_01321	DEG10650154	99.608	255	1	0	1	255	1	255	0.0	518
PJKHBDOM_01322	DEG10650189	100.000	293	0	0	1	293	1	293	0.0	589
PJKHBDOM_01323	DEG10650132	100.000	240	0	0	1	240	1	240	0.0	493
PJKHBDOM_01324	DEG10650050	99.457	184	1	0	1	184	1	184	1.68e-131	360
PJKHBDOM_01325	DEG10650192	99.609	256	1	0	12	267	1	256	0.0	526
PJKHBDOM_01326	DEG10650012	100.000	260	0	0	1	260	1	260	0.0	513
PJKHBDOM_01328	DEG10650126	99.471	567	3	0	1	567	1	567	0.0	1163
PJKHBDOM_01329	DEG10650120	99.791	1436	3	0	1	1436	1	1436	0.0	2971
PJKHBDOM_01331	DEG10650106	99.744	391	1	0	1	391	1	391	0.0	776
PJKHBDOM_01332	DEG10650206	100.000	94	0	0	1	94	1	94	9.23e-66	187
PJKHBDOM_01334	DEG10650082	99.574	705	3	0	1	705	1	705	0.0	1424
PJKHBDOM_01337	DEG10650135	99.690	323	1	0	1	323	1	323	0.0	660
PJKHBDOM_01340	DEG10650256	99.641	557	2	0	18	574	1	557	0.0	1130
PJKHBDOM_01344	DEG10650039	28.512	242	161	3	432	663	5	244	3.78e-26	101
PJKHBDOM_01347	DEG10650113	100.000	192	0	0	1	192	1	192	3.43e-135	370
PJKHBDOM_01370	DEG10650107	23.457	162	110	5	208	356	161	321	5.70e-06	41.6
PJKHBDOM_01373	DEG10650062	99.776	446	1	0	1	446	1	446	0.0	929
PJKHBDOM_01395	DEG10650262	28.182	220	138	7	17	220	25	240	1.90e-18	77.0
PJKHBDOM_01398	DEG10650195	35.106	94	54	4	35	126	34	122	1.78e-08	46.6
PJKHBDOM_01412	DEG10650290	64.103	39	14	0	51	89	23	61	1.32e-15	59.3
PJKHBDOM_01415	DEG10650272	100.000	207	0	0	1	207	1	207	4.76e-154	419
PJKHBDOM_01418	DEG10650181	99.547	662	3	0	1	662	1	662	0.0	1350
PJKHBDOM_01419	DEG10650271	100.000	80	0	0	16	95	1	80	8.86e-55	159
PJKHBDOM_01421	DEG10650257	98.123	373	7	0	8	380	1	373	0.0	749
PJKHBDOM_01428	DEG10650118	99.505	202	1	0	1	202	1	202	2.28e-142	389
PJKHBDOM_01429	DEG10650109	99.548	663	3	0	1	663	1	663	0.0	1347
PJKHBDOM_01430	DEG10650108	99.625	800	3	0	1	800	1	800	0.0	1621
PJKHBDOM_01443	DEG10650242	29.252	147	94	5	42	185	53	192	2.26e-13	61.2
PJKHBDOM_01449	DEG10650042	39.952	413	242	4	14	424	1	409	3.82e-104	310
PJKHBDOM_01450	DEG10650042	100.000	419	0	0	1	419	1	419	0.0	862
PJKHBDOM_01453	DEG10650239	25.591	254	161	6	1	229	2	252	6.30e-23	88.2
PJKHBDOM_01454	DEG10650239	29.592	196	126	6	35	225	37	225	1.80e-24	93.2
PJKHBDOM_01460	DEG10650262	36.923	195	105	8	83	272	25	206	4.13e-28	103
PJKHBDOM_01466	DEG10650239	25.238	210	132	5	17	221	23	212	8.02e-14	65.5
PJKHBDOM_01471	DEG10650018	32.075	106	70	1	116	219	67	172	1.29e-10	53.1
PJKHBDOM_01488	DEG10650216	33.875	431	247	11	3	413	2	414	1.31e-64	207
PJKHBDOM_01490	DEG10650194	35.484	217	138	1	232	446	375	591	7.15e-34	127
PJKHBDOM_01490	DEG10650194	25.843	89	62	2	141	229	170	254	4.02e-06	42.4
PJKHBDOM_01491	DEG10650195	40.789	228	123	4	3	219	4	230	9.08e-56	171
PJKHBDOM_01495	DEG10650215	99.157	356	3	0	1	356	1	356	0.0	712
PJKHBDOM_01503	DEG10650205	100.000	159	0	0	1	159	1	159	1.59e-118	325
PJKHBDOM_01504	DEG10650179	100.000	318	0	0	1	318	1	318	0.0	667
PJKHBDOM_01525	DEG10650121	99.441	716	4	0	1	716	1	716	0.0	1468
PJKHBDOM_01528	DEG10650030	99.123	228	2	0	1	228	1	228	3.21e-169	459
PJKHBDOM_01529	DEG10650009	26.939	245	163	7	12	242	16	258	7.05e-24	97.8
PJKHBDOM_01529	DEG10650009	36.585	82	47	2	346	423	479	559	2.18e-09	52.8
PJKHBDOM_01530	DEG10650120	33.728	169	112	0	4	172	418	586	3.16e-21	93.2
PJKHBDOM_01531	DEG10650010	98.762	323	4	0	1	323	1	323	0.0	655
PJKHBDOM_01532	DEG10650011	98.750	400	5	0	1	400	1	400	0.0	813
PJKHBDOM_01535	DEG10650071	100.000	226	0	0	7	232	1	226	1.03e-168	458
PJKHBDOM_01544	DEG10650079	99.363	314	2	0	1	314	6	319	0.0	634
PJKHBDOM_01547	DEG10650211	100.000	90	0	0	1	90	1	90	2.33e-62	178
PJKHBDOM_01548	DEG10650240	98.494	332	5	0	1	332	1	332	0.0	674
PJKHBDOM_01549	DEG10650023	100.000	436	0	0	1	436	1	436	0.0	887
PJKHBDOM_01551	DEG10650261	99.543	219	1	0	1	219	1	219	1.75e-162	441
PJKHBDOM_01587	DEG10650248	39.634	164	93	4	22	180	5	167	1.45e-18	76.3
PJKHBDOM_01630	DEG10650294	25.806	217	131	6	178	392	99	287	3.84e-13	63.2
PJKHBDOM_01633	DEG10650194	27.409	602	385	15	15	580	12	597	7.34e-69	228
PJKHBDOM_01634	DEG10650195	41.048	229	133	2	1	229	1	227	5.09e-57	176
PJKHBDOM_01639	DEG10650294	100.000	295	0	0	1	295	1	295	0.0	610
PJKHBDOM_01646	DEG10650137	99.673	306	1	0	1	306	1	306	0.0	633
PJKHBDOM_01648	DEG10650200	100.000	494	0	0	1	494	1	494	0.0	1027
PJKHBDOM_01653	DEG10650066	100.000	468	0	0	1	468	1	468	0.0	966
PJKHBDOM_01657	DEG10650216	97.406	424	11	0	1	424	1	424	0.0	854
PJKHBDOM_01658	DEG10650238	99.388	327	2	0	1	327	1	327	0.0	671
PJKHBDOM_01659	DEG10650201	99.394	330	2	0	1	330	1	330	0.0	678
PJKHBDOM_01660	DEG10650241	99.366	473	3	0	1	473	1	473	0.0	956
PJKHBDOM_01661	DEG10650258	30.400	125	73	4	2	118	7	125	8.68e-09	51.6
PJKHBDOM_01663	DEG10650079	35.039	254	146	7	1	249	1	240	1.13e-32	116
PJKHBDOM_01665	DEG10650260	100.000	445	0	0	1	445	1	445	0.0	915
PJKHBDOM_01668	DEG10650013	99.778	451	1	0	1	451	1	451	0.0	928
PJKHBDOM_01669	DEG10650002	98.052	154	3	0	1	154	1	154	7.16e-110	303
PJKHBDOM_01671	DEG10650087	27.374	179	119	5	126	296	3	178	1.73e-14	66.2
PJKHBDOM_01676	DEG10650017	29.839	124	79	6	164	282	120	240	1.71e-06	43.5
